dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,276.334237,5928.915966,114.034696,184.607069,147.765370,-2.668772,0.038579
0.020000,280.082576,5929.063072,117.785921,187.561236,147.708389,-2.849064,0.039872
0.020000,283.889731,5929.217455,121.596205,190.514195,147.647933,-3.022791,0.041186
0.020000,287.755660,5929.379351,125.465522,193.465878,147.584137,-3.189795,0.042521
0.020000,291.680320,5929.548996,129.393847,196.416221,147.517139,-3.349919,0.043877
0.020000,295.663723,5929.726637,133.381209,199.368101,147.594005,3.843324,0.045254
0.020000,299.706010,5929.912526,137.427768,202.327959,147.992914,19.945457,0.046653
0.020000,303.806913,5930.106905,141.533275,205.275365,147.370325,-31.129458,0.048074
0.020000,307.966380,5930.310025,145.697699,208.221187,147.291097,-3.961421,0.049515
0.020000,312.184358,5930.522143,149.921007,211.165375,147.209399,-4.084902,0.050978
0.020000,316.460945,5930.743527,154.203321,214.115702,147.516346,15.347348,0.052463
0.020000,320.796226,5930.974449,158.544747,217.071297,147.779755,13.170458,0.053968
0.020000,325.189870,5931.215162,162.944980,220.011667,147.018499,-38.062771,0.055496
0.020000,329.641817,5931.465938,167.403984,222.950220,146.927649,-4.542492,0.057044
0.020000,334.152445,5931.727076,171.922165,225.909040,147.940992,50.667105,0.058615
0.020000,338.721369,5931.998837,176.499164,228.849937,147.044866,-44.806300,0.060206
0.020000,343.348426,5932.281497,181.134846,231.784129,146.709562,-16.765159,0.061819
0.020000,348.034098,5932.575376,185.829726,234.743967,147.991893,64.116536,0.063454
0.020000,352.777858,5932.880736,190.583303,237.678872,146.745293,-62.330013,0.065110
0.020000,357.579792,5933.197879,195.395699,240.619782,147.045481,15.009386,0.066788
0.020000,362.440069,5933.527119,200.267114,243.570778,147.549808,25.216390,0.068487
0.020000,367.358198,5933.868728,205.197094,246.498956,146.408871,-57.046882,0.070208
0.020000,372.334790,5934.223059,210.186284,249.459529,148.028678,80.990375,0.071951
0.020000,377.369074,5934.590369,215.233949,252.383255,146.186297,-92.119061,0.073715
0.020000,382.461719,5934.971026,220.340802,255.342616,147.968054,89.087855,0.075500
0.020000,387.611962,5935.365292,225.506114,258.265596,146.149005,-90.952436,0.077308
0.020000,392.820517,5935.773549,230.730644,261.226507,148.045557,94.827595,0.079137
0.020000,398.086636,5936.196066,236.013685,264.152077,146.278453,-88.355223,0.080987
0.020000,403.410812,5936.633216,241.355778,267.104619,147.627138,67.434254,0.082859
0.020000,408.792666,5937.085305,246.756587,270.040452,146.791630,-41.775393,0.084753
0.020000,414.232201,5937.552673,252.216163,272.978843,146.919562,6.396599,0.086668
0.020000,419.729631,5938.035684,257.734771,275.930396,147.577633,32.903573,0.088605
0.020000,425.284524,5938.534647,263.312028,278.862850,146.622714,-47.745959,0.090563
0.020000,430.897083,5939.049933,268.948192,281.808195,147.267227,32.225647,0.092543
0.020000,436.567311,5939.581898,274.643319,284.756340,147.407292,7.003225,0.094544
0.020000,442.294919,5940.130876,280.397176,287.692851,146.825547,-29.087261,0.096567
0.020000,448.079910,5940.697229,286.209824,290.632390,146.976931,7.569230,0.098612
0.020000,453.922575,5941.281355,292.081616,293.589617,147.861328,44.219860,0.100678
0.020000,459.822519,5941.883586,298.012216,296.529977,147.018037,-42.164588,0.102765
0.020000,465.779712,5942.504293,304.001659,299.472145,147.108386,4.517489,0.104874
0.020000,471.794124,5943.143852,310.049981,302.416094,147.197463,4.453827,0.107005
0.020000,477.865842,5943.802656,316.157335,305.367731,147.581856,19.219655,0.109157
0.020000,483.994809,5944.481084,322.323736,308.320051,147.615963,1.705328,0.111330
0.020000,490.180861,5945.179510,328.549091,311.267734,147.384182,-11.589020,0.113525
0.020000,496.423960,5945.898324,334.833435,314.217182,147.472406,4.411219,0.115741
0.020000,502.724065,5946.637918,341.176802,317.168395,147.560644,4.411860,0.117978
0.020000,509.081132,5947.398690,347.579230,320.121378,147.649159,4.425775,0.120236
0.020000,515.495117,5948.181039,354.040753,323.076143,147.738221,4.453085,0.122516
0.020000,521.965974,5948.985369,360.561407,326.032705,147.828099,4.493904,0.124816
0.020000,528.493653,5949.812087,367.141229,328.991086,147.919066,4.548335,0.127138
0.020000,535.078103,5950.661603,373.780255,331.951314,148.011395,4.616473,0.129481
0.020000,541.719274,5951.534332,380.478523,334.913421,148.105363,4.698403,0.131845
0.020000,548.417110,5952.430689,387.236072,337.877446,148.201247,4.794199,0.134230
0.020000,555.171557,5953.351097,394.052941,340.843433,148.299326,4.903929,0.136636
0.020000,561.982557,5954.295977,400.929170,343.811430,148.399879,5.027646,0.139062
0.020000,568.850052,5955.265757,407.864799,346.781494,148.503187,5.165396,0.141509
0.020000,575.773982,5956.260868,414.859873,349.753685,148.609531,5.317213,0.143977
0.020000,582.754287,5957.281742,421.914435,352.728069,148.719193,5.483121,0.146465
0.020000,589.790903,5958.328817,429.028529,355.704718,148.832456,5.663132,0.148974
0.020000,596.883831,5959.402540,436.202266,358.686866,149.107405,13.747453,0.151503
0.020000,604.033103,5960.503372,443.435794,361.676365,149.474981,18.378794,0.154053
0.020000,611.238512,5961.631736,450.729018,364.661212,149.242322,-11.632961,0.156623
0.020000,618.499990,5962.788081,458.081991,367.648636,149.371224,6.445133,0.159213
0.020000,625.817472,5963.972859,465.494765,370.638739,149.505144,6.695975,0.161823
0.020000,633.191124,5965.186566,472.967639,373.643666,150.246353,37.060469,0.164452
0.020000,640.620719,5966.429633,480.500507,376.643399,149.986656,-12.984853,0.167102
0.020000,648.106124,5967.702512,488.093366,379.642946,149.977303,-0.467636,0.169771
0.020000,655.647428,5969.005694,495.746440,382.653699,150.537684,28.019038,0.172460
0.020000,663.244606,5970.339656,503.459842,385.670108,150.820439,14.137753,0.175169
0.020000,670.897393,5971.704834,511.233442,388.680011,150.495150,-16.264446,0.177896
0.020000,678.605986,5973.101751,519.067584,391.707097,151.354308,42.957891,0.180643
0.020000,686.370185,5974.530859,526.962211,394.731341,151.212184,-7.106226,0.183409
0.020000,694.189890,5975.992633,534.917371,397.758038,151.334868,6.134246,0.186194
0.020000,702.065260,5977.487599,542.933379,400.800367,152.116429,39.078025,0.188998
0.020000,709.995921,5979.016186,551.010009,403.831535,151.558389,-27.901986,0.191820
